date,store,dept,category,sales,inventory
2023-03-30,1,3,Grocery,2757,164
2023-03-30,2,1,Electronics,4308,183
2023-03-30,2,2,Clothing,2954,492
2023-03-30,2,3,Grocery,4174,403
2023-03-30,3,1,Electronics,3097,191
2023-03-30,3,2,Clothing,3159,377
2023-03-30,3,3,Grocery,4118,196
2023-03-30,4,1,Electronics,4417,133
2023-03-30,4,2,Clothing,2404,330
2023-03-30,4,3,Grocery,923,393
2023-03-30,5,1,Electronics,4865,203
2023-03-30,5,2,Clothing,2250,199
2023-03-30,5,3,Grocery,2467,132
2023-03-31,1,1,Electronics,3446,475
2023-03-31,1,2,Clothing,2831,222
2023-03-31,1,3,Grocery,4289,112
2023-03-31,2,1,Electronics,3310,173
2023-03-31,2,2,Clothing,2031,324
2023-03-31,2,3,Grocery,3490,447
2023-03-31,3,1,Electronics,1643,471
2023-03-31,3,2,Clothing,1960,366
2023-03-31,3,3,Grocery,3223,473
2023-03-31,4,1,Electronics,3012,335
2023-03-31,4,2,Clothing,764,369
2023-03-31,4,3,Grocery,3947,357
2023-03-31,5,1,Electronics,2262,492
2023-03-31,5,2,Clothing,2881,271
2023-03-31,5,3,Grocery,540,245
2023-04-01,1,1,Electronics,567,313
2023-04-01,1,2,Clothing,4508,169
2023-04-01,1,3,Grocery,3698,304
2023-04-01,2,1,Electronics,3024,111
2023-04-01,2,2,Clothing,2979,207
2023-04-01,2,3,Grocery,2815,84
2023-04-01,3,1,Electronics,1278,113
2023-04-01,3,2,Clothing,2085,304
2023-04-01,3,3,Grocery,1160,374
2023-04-01,4,1,Electronics,1799,406
2023-04-01,4,2,Clothing,2486,221
2023-04-01,4,3,Grocery,2544,250
2023-04-01,5,1,Electronics,4016,442
2023-04-01,5,2,Clothing,1558,265
2023-04-01,5,3,Grocery,3027,114
2023-04-02,1,1,Electronics,842,480
2023-04-02,1,2,Clothing,1947,381
2023-04-02,1,3,Grocery,4159,223
2023-04-02,2,1,Electronics,1026,410
2023-04-02,2,2,Clothing,2573,357
2023-04-02,2,3,Grocery,905,281
2023-04-02,3,1,Electronics,2073,325
2023-04-02,3,2,Clothing,4240,228
2023-04-02,3,3,Grocery,4727,360
2023-04-02,4,1,Electronics,1978,397
2023-04-02,4,2,Clothing,1271,455
2023-04-02,4,3,Grocery,1078,391
2023-04-02,5,1,Electronics,693,211
2023-04-02,5,2,Clothing,2894,488
2023-04-02,5,3,Grocery,2292,121
2023-04-03,1,1,Electronics,1610,471
2023-04-03,1,2,Clothing,2761,202
2023-04-03,1,3,Grocery,4293,450
2023-04-03,2,1,Electronics,4857,267
2023-04-03,2,2,Clothing,4878,185
2023-04-03,2,3,Grocery,3951,411
2023-04-03,3,1,Electronics,2640,158
2023-04-03,3,2,Clothing,3300,404
2023-04-03,3,3,Grocery,641,340
2023-04-03,4,1,Electronics,1955,286
2023-04-03,4,2,Clothing,2596,351
2023-04-03,4,3,Grocery,1713,185
2023-04-03,5,1,Electronics,4999,429
2023-04-03,5,2,Clothing,840,294
2023-04-03,5,3,Grocery,2468,241
2023-04-04,1,1,Electronics,4913,155
2023-04-04,1,2,Clothing,2929,282
2023-04-04,1,3,Grocery,2300,393
2023-04-04,2,1,Electronics,1355,326
2023-04-04,2,2,Clothing,3366,108
2023-04-04,2,3,Grocery,682,90
2023-04-04,3,1,Electronics,4992,241
2023-04-04,3,2,Clothing,2017,196
2023-04-04,3,3,Grocery,1856,176
2023-04-04,4,1,Electronics,4129,94
2023-04-04,4,2,Clothing,4596,217
2023-04-04,4,3,Grocery,4191,68
2023-04-04,5,1,Electronics,3903,121
2023-04-04,5,2,Clothing,3504,158
2023-04-04,5,3,Grocery,3839,494
2023-04-05,1,1,Electronics,3811,466
2023-04-05,1,2,Clothing,3872,139
2023-04-05,1,3,Grocery,1487,299
2023-04-05,2,1,Electronics,673,392
2023-04-05,2,2,Clothing,4241,480
2023-04-05,2,3,Grocery,1226,226
2023-04-05,3,1,Electronics,2375,387
2023-04-05,3,2,Clothing,4533,373
2023-04-05,3,3,Grocery,1489,210
2023-04-05,4,1,Electronics,3186,469
2023-04-05,4,2,Clothing,1093,196
2023-04-05,4,3,Grocery,2274,461
2023-04-05,5,1,Electronics,1435,133
2023-04-05,5,2,Clothing,4308,381
2023-04-05,5,3,Grocery,3949,292
2023-04-06,1,1,Electronics,3202,90
2023-04-06,1,2,Clothing,4506,307
2023-04-06,1,3,Grocery,4368,154
2023-04-06,2,1,Electronics,701,499
2023-04-06,2,2,Clothing,2342,380
2023-04-06,2,3,Grocery,2496,315
2023-04-06,3,1,Electronics,1409,259
2023-04-06,3,2,Clothing,3689,250
2023-04-06,3,3,Grocery,1270,133
2023-04-06,4,1,Electronics,3001,204
2023-04-06,4,2,Clothing,4085,142
2023-04-06,4,3,Grocery,886,449
2023-04-06,5,1,Electronics,3921,345
2023-04-06,5,2,Clothing,4508,317
2023-04-06,5,3,Grocery,2966,284
2023-04-07,1,1,Electronics,2356,360
2023-04-07,1,2,Clothing,2498,406
2023-04-07,1,3,Grocery,1736,111
2023-04-07,2,1,Electronics,4644,176
2023-04-07,2,2,Clothing,4818,458
2023-04-07,2,3,Grocery,1931,343
2023-04-07,3,1,Electronics,2319,326
2023-04-07,3,2,Clothing,1630,195
2023-04-07,3,3,Grocery,3158,478
2023-04-07,4,1,Electronics,874,122
2023-04-07,4,2,Clothing,4520,171
2023-04-07,4,3,Grocery,3759,413
2023-04-07,5,1,Electronics,2389,337
2023-04-07,5,2,Clothing,1974,244
2023-04-07,5,3,Grocery,3743,384
2023-04-08,1,1,Electronics,3634,72
2023-04-08,1,2,Clothing,859,124
2023-04-08,1,3,Grocery,2541,362
2023-04-08,2,1,Electronics,1641,149
2023-04-08,2,2,Clothing,4500,457
2023-04-08,2,3,Grocery,3861,489
2023-04-08,3,1,Electronics,3480,56
2023-04-08,3,2,Clothing,3767,470
2023-04-08,3,3,Grocery,2091,370
2023-04-08,4,1,Electronics,3764,96
2023-04-08,4,2,Clothing,3719,324
2023-04-08,4,3,Grocery,3773,493
2023-04-08,5,1,Electronics,1413,468
2023-04-08,5,2,Clothing,3554,175
2023-04-08,5,3,Grocery,3428,343
2023-04-09,1,1,Electronics,1075,374
2023-04-09,1,2,Clothing,1429,225
2023-04-09,1,3,Grocery,4199,489
2023-04-09,2,1,Electronics,3775,370
2023-04-09,2,2,Clothing,1554,437
2023-04-09,2,3,Grocery,2400,483
2023-04-09,3,1,Electronics,1899,393
2023-04-09,3,2,Clothing,942,116
2023-04-09,3,3,Grocery,1678,479
2023-04-09,4,1,Electronics,4958,497
2023-04-09,4,2,Clothing,1757,100
2023-04-09,4,3,Grocery,2341,311
2023-04-09,5,1,Electronics,1410,294
2023-04-09,5,2,Clothing,4509,171
2023-04-09,5,3,Grocery,2672,86
2023-04-10,1,1,Electronics,623,406
2023-04-10,1,2,Clothing,3658,183
2023-04-10,1,3,Grocery,1285,250
2023-04-10,2,1,Electronics,2916,334
2023-04-10,2,2,Clothing,4672,108
2023-04-10,2,3,Grocery,2436,158
2023-04-10,3,1,Electronics,4307,327
2023-04-10,3,2,Clothing,4663,118
2023-04-10,3,3,Grocery,3736,354
2023-04-10,4,1,Electronics,2432,211
2023-04-10,4,2,Clothing,864,391
2023-04-10,4,3,Grocery,2890,484
2023-04-10,5,1,Electronics,1877,465
2023-04-10,5,2,Clothing,3680,100
2023-04-10,5,3,Grocery,840,479
2023-04-11,1,1,Electronics,882,70
2023-04-11,1,2,Clothing,799,188
2023-04-11,1,3,Grocery,858,373
2023-04-11,2,1,Electronics,2022,434
2023-04-11,2,2,Clothing,2127,496
2023-04-11,2,3,Grocery,1803,174
2023-04-11,3,1,Electronics,1634,403
2023-04-11,3,2,Clothing,2686,484
2023-04-11,3,3,Grocery,3670,301
2023-04-11,4,1,Electronics,2651,263
2023-04-11,4,2,Clothing,4235,299
2023-04-11,4,3,Grocery,3334,214
2023-04-11,5,1,Electronics,1498,390
2023-04-11,5,2,Clothing,3067,333
2023-04-11,5,3,Grocery,1156,150
2023-04-12,1,1,Electronics,2711,423
2023-04-12,1,2,Clothing,4230,113
2023-04-12,1,3,Grocery,3662,166
2023-04-12,2,1,Electronics,766,359
2023-04-12,2,2,Clothing,2208,96
2023-04-12,2,3,Grocery,3711,295
2023-04-12,3,1,Electronics,4232,295
2023-04-12,3,2,Clothing,2010,54
2023-04-12,3,3,Grocery,1476,233
2023-04-12,4,1,Electronics,2460,95
2023-04-12,4,2,Clothing,1382,196
2023-04-12,4,3,Grocery,3167,285
2023-04-12,5,1,Electronics,2110,466
2023-04-12,5,2,Clothing,2954,448
2023-04-12,5,3,Grocery,2446,252
2023-04-13,1,1,Electronics,3308,291
2023-04-13,1,2,Clothing,4036,228
2023-04-13,1,3,Grocery,4302,131
2023-04-13,2,1,Electronics,2470,224
2023-04-13,2,2,Clothing,4322,309
2023-04-13,2,3,Grocery,1402,414
2023-04-13,3,1,Electronics,4758,97
2023-04-13,3,2,Clothing,3058,378
2023-04-13,3,3,Grocery,2363,165
2023-04-13,4,1,Electronics,2884,418
2023-04-13,4,2,Clothing,4435,377
2023-04-13,4,3,Grocery,2990,374
2023-04-13,5,1,Electronics,1442,238
2023-04-13,5,2,Clothing,2834,257
2023-04-13,5,3,Grocery,1637,71
2023-04-14,1,1,Electronics,3920,263
2023-04-14,1,2,Clothing,4406,103
2023-04-14,1,3,Grocery,3453,347
2023-04-14,2,1,Electronics,2867,175
2023-04-14,2,2,Clothing,776,253
2023-04-14,2,3,Grocery,4252,201
2023-04-14,3,1,Electronics,1195,335
2023-04-14,3,2,Clothing,4652,271
2023-04-14,3,3,Grocery,3734,68
2023-04-14,4,1,Electronics,2811,331
2023-04-14,4,2,Clothing,4708,376
2023-04-14,4,3,Grocery,1041,184
2023-04-14,5,1,Electronics,1588,341
2023-04-14,5,2,Clothing,524,86
2023-04-14,5,3,Grocery,3458,86
2023-04-15,1,1,Electronics,4736,281
2023-04-15,1,2,Clothing,2735,177
2023-04-15,1,3,Grocery,700,176
2023-04-15,2,1,Electronics,756,213
2023-04-15,2,2,Clothing,2741,240
2023-04-15,2,3,Grocery,3675,72
2023-04-15,3,1,Electronics,3836,339
2023-04-15,3,2,Clothing,913,407
2023-04-15,3,3,Grocery,1598,404
2023-04-15,4,1,Electronics,4155,308
2023-04-15,4,2,Clothing,1409,237
2023-04-15,4,3,Grocery,4544,222
2023-04-15,5,1,Electronics,2515,339
2023-04-15,5,2,Clothing,2592,110
2023-04-15,5,3,Grocery,2630,172
2023-04-16,1,1,Electronics,857,65
2023-04-16,1,2,Clothing,2922,211
2023-04-16,1,3,Grocery,1997,62
2023-04-16,2,1,Electronics,2658,464
2023-04-16,2,2,Clothing,3055,339
2023-04-16,2,3,Grocery,2842,441
2023-04-16,3,1,Electronics,1738,169
2023-04-16,3,2,Clothing,4465,104
2023-04-16,3,3,Grocery,1550,167
2023-04-16,4,1,Electronics,3280,280
2023-04-16,4,2,Clothing,2088,344
2023-04-16,4,3,Grocery,2868,450
2023-04-16,5,1,Electronics,936,318
2023-04-16,5,2,Clothing,2056,452
2023-04-16,5,3,Grocery,4358,362
2023-04-17,1,1,Electronics,1804,263
2023-04-17,1,2,Clothing,2884,232
2023-04-17,1,3,Grocery,2089,101
2023-04-17,2,1,Electronics,1159,209
2023-04-17,2,2,Clothing,4453,63
2023-04-17,2,3,Grocery,1511,102
2023-04-17,3,1,Electronics,2807,254
2023-04-17,3,2,Clothing,1535,168
2023-04-17,3,3,Grocery,4545,339
2023-04-17,4,1,Electronics,4949,176
2023-04-17,4,2,Clothing,1764,398
2023-04-17,4,3,Grocery,2309,145
2023-04-17,5,1,Electronics,4297,343
2023-04-17,5,2,Clothing,3914,137
2023-04-17,5,3,Grocery,1317,313
2023-04-18,1,1,Electronics,2937,374
2023-04-18,1,2,Clothing,1388,369
2023-04-18,1,3,Grocery,1167,188
2023-04-18,2,1,Electronics,3124,156
2023-04-18,2,2,Clothing,4732,460
2023-04-18,2,3,Grocery,1318,190
2023-04-18,3,1,Electronics,1606,226
2023-04-18,3,2,Clothing,697,161
2023-04-18,3,3,Grocery,3992,450
2023-04-18,4,1,Electronics,970,267
2023-04-18,4,2,Clothing,2448,466
2023-04-18,4,3,Grocery,4399,266
2023-04-18,5,1,Electronics,4618,262
2023-04-18,5,2,Clothing,4488,284
2023-04-18,5,3,Grocery,1428,73
2023-04-19,1,1,Electronics,1022,322
2023-04-19,1,2,Clothing,4023,480
2023-04-19,1,3,Grocery,2129,250
2023-04-19,2,1,Electronics,1816,347
2023-04-19,2,2,Clothing,1624,353
2023-04-19,2,3,Grocery,3087,90
2023-04-19,3,1,Electronics,1878,352
2023-04-19,3,2,Clothing,2019,195
2023-04-19,3,3,Grocery,726,285
2023-04-19,4,1,Electronics,1391,62
2023-04-19,4,2,Clothing,2757,278
2023-04-19,4,3,Grocery,896,149
2023-04-19,5,1,Electronics,2578,435
2023-04-19,5,2,Clothing,4924,215
2023-04-19,5,3,Grocery,4393,489
2023-04-20,1,1,Electronics,2505,149
2023-04-20,1,2,Clothing,3168,392
2023-04-20,1,3,Grocery,1696,286
2023-04-20,2,1,Electronics,661,442
2023-04-20,2,2,Clothing,2251,313
2023-04-20,2,3,Grocery,1439,198
2023-04-20,3,1,Electronics,1039,359
2023-04-20,3,2,Clothing,1961,114
2023-04-20,3,3,Grocery,855,70
2023-04-20,4,1,Electronics,3823,284
2023-04-20,4,2,Clothing,2048,362
2023-04-20,4,3,Grocery,2596,167
2023-04-20,5,1,Electronics,2601,187
2023-04-20,5,2,Clothing,2600,123
2023-04-20,5,3,Grocery,4096,214
2023-04-21,1,1,Electronics,3673,329
2023-04-21,1,2,Clothing,4341,386
2023-04-21,1,3,Grocery,4993,187
2023-04-21,2,1,Electronics,1174,458
2023-04-21,2,2,Clothing,886,160
2023-04-21,2,3,Grocery,3161,66
2023-04-21,3,1,Electronics,4351,231
2023-04-21,3,2,Clothing,4766,458
2023-04-21,3,3,Grocery,1239,427
2023-04-21,4,1,Electronics,3759,395
2023-04-21,4,2,Clothing,2777,370
2023-04-21,4,3,Grocery,4423,168
2023-04-21,5,1,Electronics,3727,321
2023-04-21,5,2,Clothing,4258,153
2023-04-21,5,3,Grocery,4175,235
2023-04-22,1,1,Electronics,4366,230
2023-04-22,1,2,Clothing,2722,271
2023-04-22,1,3,Grocery,3292,211
2023-04-22,2,1,Electronics,3962,273
2023-04-22,2,2,Clothing,2024,202
2023-04-22,2,3,Grocery,532,104
2023-04-22,3,1,Electronics,4525,56
2023-04-22,3,2,Clothing,3303,362
2023-04-22,3,3,Grocery,4209,61
2023-04-22,4,1,Electronics,1219,92
2023-04-22,4,2,Clothing,1472,184
2023-04-22,4,3,Grocery,4902,209
2023-04-22,5,1,Electronics,4926,313
2023-04-22,5,2,Clothing,4820,266
2023-04-22,5,3,Grocery,4075,94
2023-04-23,1,1,Electronics,3785,108
2023-04-23,1,2,Clothing,1143,153
2023-04-23,1,3,Grocery,694,462
2023-04-23,2,1,Electronics,988,206
2023-04-23,2,2,Clothing,3157,275
2023-04-23,2,3,Grocery,3776,128
2023-04-23,3,1,Electronics,1741,53
2023-04-23,3,2,Clothing,892,168
2023-04-23,3,3,Grocery,4216,361
2023-04-23,4,1,Electronics,3155,483
2023-04-23,4,2,Clothing,3902,192
2023-04-23,4,3,Grocery,4371,77
2023-04-23,5,1,Electronics,777,282
2023-04-23,5,2,Clothing,2052,108
2023-04-23,5,3,Grocery,3770,411
2023-04-24,1,1,Electronics,4012,75
2023-04-24,1,2,Clothing,960,230
2023-04-24,1,3,Grocery,3931,117
2023-04-24,2,1,Electronics,3983,370
2023-04-24,2,2,Clothing,1572,224
2023-04-24,2,3,Grocery,3673,265
2023-04-24,3,1,Electronics,2223,106
2023-04-24,3,2,Clothing,3106,208
2023-04-24,3,3,Grocery,3813,331
2023-04-24,4,1,Electronics,2276,419
2023-04-24,4,2,Clothing,2552,133
2023-04-24,4,3,Grocery,2795,103
2023-04-24,5,1,Electronics,2196,483
2023-04-24,5,2,Clothing,2969,460
2023-04-24,5,3,Grocery,4309,64
2023-04-25,1,1,Electronics,3283,110
2023-04-25,1,2,Clothing,3000,439
2023-04-25,1,3,Grocery,4145,135
2023-04-25,2,1,Electronics,2849,446
2023-04-25,2,2,Clothing,3794,271
2023-04-25,2,3,Grocery,1616,57
2023-04-25,3,1,Electronics,3999,284
2023-04-25,3,2,Clothing,1119,210
2023-04-25,3,3,Grocery,4323,380
2023-04-25,4,1,Electronics,2880,99
2023-04-25,4,2,Clothing,2046,400
2023-04-25,4,3,Grocery,4063,119
2023-04-25,5,1,Electronics,4252,321
2023-04-25,5,2,Clothing,2390,301
2023-04-25,5,3,Grocery,3243,369
2023-04-26,1,1,Electronics,2993,381
2023-04-26,1,2,Clothing,856,138
2023-04-26,1,3,Grocery,1369,423
2023-04-26,2,1,Electronics,2501,203
2023-04-26,2,2,Clothing,1783,157
2023-04-26,2,3,Grocery,1382,334
2023-04-26,3,1,Electronics,4142,174
2023-04-26,3,2,Clothing,3925,322
2023-04-26,3,3,Grocery,744,385
2023-04-26,4,1,Electronics,1429,296
2023-04-26,4,2,Clothing,1019,190
2023-04-26,4,3,Grocery,2909,57
2023-04-26,5,1,Electronics,3025,401
2023-04-26,5,2,Clothing,2519,143
2023-04-26,5,3,Grocery,4782,133
2023-04-27,1,1,Electronics,4171,291
2023-04-27,1,2,Clothing,585,93
2023-04-27,1,3,Grocery,4732,470
2023-04-27,2,1,Electronics,4119,150
2023-04-27,2,2,Clothing,4083,205
2023-04-27,2,3,Grocery,4509,304
2023-04-27,3,1,Electronics,2718,265
2023-04-27,3,2,Clothing,2717,301
2023-04-27,3,3,Grocery,2869,104
2023-04-27,4,1,Electronics,3003,481
2023-04-27,4,2,Clothing,3337,150
2023-04-27,4,3,Grocery,3436,398
2023-04-27,5,1,Electronics,4447,190
2023-04-27,5,2,Clothing,1696,59
2023-04-27,5,3,Grocery,3287,314
2023-04-28,1,1,Electronics,1961,297
2023-04-28,1,2,Clothing,3818,204
2023-04-28,1,3,Grocery,2676,209
2023-04-28,2,1,Electronics,1100,142
2023-04-28,2,2,Clothing,4922,290
2023-04-28,2,3,Grocery,4406,453
2023-04-28,3,1,Electronics,1128,143
2023-04-28,3,2,Clothing,4196,408
2023-04-28,3,3,Grocery,4174,395
2023-04-28,4,1,Electronics,3265,66
2023-04-28,4,2,Clothing,4869,222
2023-04-28,4,3,Grocery,615,398
2023-04-28,5,1,Electronics,2503,230
2023-04-28,5,2,Clothing,3662,131
2023-04-28,5,3,Grocery,3508,163
2023-04-29,1,1,Electronics,653,414
2023-04-29,1,2,Clothing,4199,392
2023-04-29,1,3,Grocery,4910,252
2023-04-29,2,1,Electronics,1564,154
2023-04-29,2,2,Clothing,2413,242
2023-04-29,2,3,Grocery,2901,286
2023-04-29,3,1,Electronics,2460,270
2023-04-29,3,2,Clothing,3371,484
2023-04-29,3,3,Grocery,1160,148
2023-04-29,4,1,Electronics,3135,331
2023-04-29,4,2,Clothing,4454,452
2023-04-29,4,3,Grocery,1632,237
2023-04-29,5,1,Electronics,2538,376
2023-04-29,5,2,Clothing,2679,328
2023-04-29,5,3,Grocery,1373,133
2023-04-30,1,1,Electronics,1922,291
2023-04-30,1,2,Clothing,3175,158
2023-04-30,1,3,Grocery,4816,441
2023-04-30,2,1,Electronics,1891,196
2023-04-30,2,2,Clothing,4707,152
2023-04-30,2,3,Grocery,3471,373
2023-04-30,3,1,Electronics,770,470
2023-04-30,3,2,Clothing,1890,329
2023-04-30,3,3,Grocery,3854,89
2023-04-30,4,1,Electronics,4107,73
2023-04-30,4,2,Clothing,4573,53
2023-04-30,4,3,Grocery,4406,339
2023-04-30,5,1,Electronics,2980,230
2023-04-30,5,2,Clothing,778,414
2023-04-30,5,3,Grocery,1080,400
2023-05-01,1,1,Electronics,753,230
2023-05-01,1,2,Clothing,1324,298
2023-05-01,1,3,Grocery,1199,103
2023-05-01,2,1,Electronics,1880,362
2023-05-01,2,2,Clothing,2173,217
2023-05-01,2,3,Grocery,3656,366
2023-05-01,3,1,Electronics,4807,52
2023-05-01,3,2,Clothing,883,228
2023-05-01,3,3,Grocery,841,352
2023-05-01,4,1,Electronics,2487,381
2023-05-01,4,2,Clothing,3609,469
2023-05-01,4,3,Grocery,3298,218
2023-05-01,5,1,Electronics,2488,446
2023-05-01,5,2,Clothing,3914,363
2023-05-01,5,3,Grocery,805,79
2023-05-02,1,1,Electronics,3249,406
2023-05-02,1,2,Clothing,1635,460
2023-05-02,1,3,Grocery,705,234
2023-05-02,2,1,Electronics,3950,96
2023-05-02,2,2,Clothing,4311,88
2023-05-02,2,3,Grocery,4099,71
2023-05-02,3,1,Electronics,4808,359
2023-05-02,3,2,Clothing,3208,290
2023-05-02,3,3,Grocery,771,108
2023-05-02,4,1,Electronics,4586,336
2023-05-02,4,2,Clothing,3773,81
2023-05-02,4,3,Grocery,4849,58
2023-05-02,5,1,Electronics,1476,188
2023-05-02,5,2,Clothing,4051,59
2023-05-02,5,3,Grocery,3273,322
2023-05-03,1,1,Electronics,4407,97
2023-05-03,1,2,Clothing,652,172
2023-05-03,1,3,Grocery,3464,406
2023-05-03,2,1,Electronics,3300,370
2023-05-03,2,2,Clothing,2252,100
2023-05-03,2,3,Grocery,4375,130
2023-05-03,3,1,Electronics,3036,432
2023-05-03,3,2,Clothing,4699,320
2023-05-03,3,3,Grocery,3994,428
2023-05-03,4,1,Electronics,3572,456
2023-05-03,4,2,Clothing,666,175
2023-05-03,4,3,Grocery,4164,467
2023-05-03,5,1,Electronics,1180,122
2023-05-03,5,2,Clothing,4857,389
2023-05-03,5,3,Grocery,1831,294
2023-05-04,1,1,Electronics,2038,386
2023-05-04,1,2,Clothing,1060,125
2023-05-04,1,3,Grocery,2403,224
2023-05-04,2,1,Electronics,2656,232
2023-05-04,2,2,Clothing,4787,114
2023-05-04,2,3,Grocery,4420,320
2023-05-04,3,1,Electronics,3671,81
2023-05-04,3,2,Clothing,1651,451
2023-05-04,3,3,Grocery,868,388
2023-05-04,4,1,Electronics,542,421
2023-05-04,4,2,Clothing,3990,127
2023-05-04,4,3,Grocery,3373,338
2023-05-04,5,1,Electronics,1793,211
2023-05-04,5,2,Clothing,3886,462
2023-05-04,5,3,Grocery,4422,439
2023-05-05,1,1,Electronics,1492,482
2023-05-05,1,2,Clothing,2886,242
2023-05-05,1,3,Grocery,1976,332
2023-05-05,2,1,Electronics,3907,439
2023-05-05,2,2,Clothing,1499,62
2023-05-05,2,3,Grocery,2355,495
2023-05-05,3,1,Electronics,1158,253
2023-05-05,3,2,Clothing,4163,428
2023-05-05,3,3,Grocery,1981,138
2023-05-05,4,1,Electronics,4231,144
2023-05-05,4,2,Clothing,951,477
2023-05-05,4,3,Grocery,3722,51
2023-05-05,5,1,Electronics,3593,420
2023-05-05,5,2,Clothing,4908,377
2023-05-05,5,3,Grocery,3066,255
2023-05-06,1,1,Electronics,874,163
2023-05-06,1,2,Clothing,3562,132
2023-05-06,1,3,Grocery,3750,259
2023-05-06,2,1,Electronics,612,61
2023-05-06,2,2,Clothing,3697,102
2023-05-06,2,3,Grocery,2878,438
2023-05-06,3,1,Electronics,639,450
2023-05-06,3,2,Clothing,3449,146
2023-05-06,3,3,Grocery,1016,106
2023-05-06,4,1,Electronics,1387,108
2023-05-06,4,2,Clothing,3604,367
2023-05-06,4,3,Grocery,549,417
2023-05-06,5,1,Electronics,4060,68
2023-05-06,5,2,Clothing,1973,96
2023-05-06,5,3,Grocery,951,338
2023-05-07,1,1,Electronics,4265,440
2023-05-07,1,2,Clothing,4810,63
2023-05-07,1,3,Grocery,3974,177
2023-05-07,2,1,Electronics,3261,410
2023-05-07,2,2,Clothing,1915,267
2023-05-07,2,3,Grocery,701,66
2023-05-07,3,1,Electronics,2869,55
2023-05-07,3,2,Clothing,1841,218
2023-05-07,3,3,Grocery,2488,131
2023-05-07,4,1,Electronics,4045,474
2023-05-07,4,2,Clothing,4302,226
2023-05-07,4,3,Grocery,3775,120
2023-05-07,5,1,Electronics,2934,315
2023-05-07,5,2,Clothing,707,51
2023-05-07,5,3,Grocery,3133,215
2023-05-08,1,1,Electronics,4617,203
2023-05-08,1,2,Clothing,3866,268
2023-05-08,1,3,Grocery,2018,279
2023-05-08,2,1,Electronics,3100,487
2023-05-08,2,2,Clothing,2695,157
2023-05-08,2,3,Grocery,4998,133
2023-05-08,3,1,Electronics,4054,416
2023-05-08,3,2,Clothing,3349,455
2023-05-08,3,3,Grocery,2242,332
2023-05-08,4,1,Electronics,4349,122
2023-05-08,4,2,Clothing,4695,108
2023-05-08,4,3,Grocery,3055,307
2023-05-08,5,1,Electronics,1588,132
2023-05-08,5,2,Clothing,1677,315
2023-05-08,5,3,Grocery,3494,97
2023-05-09,1,1,Electronics,3464,428
2023-05-09,1,2,Clothing,1771,327
2023-05-09,1,3,Grocery,3415,147
2023-05-09,2,1,Electronics,2961,74
2023-05-09,2,2,Clothing,783,498
2023-05-09,2,3,Grocery,3428,350
2023-05-09,3,1,Electronics,1591,56
2023-05-09,3,2,Clothing,1316,186
2023-05-09,3,3,Grocery,582,434
2023-05-09,4,1,Electronics,3991,122
2023-05-09,4,2,Clothing,2593,155
2023-05-09,4,3,Grocery,675,215
2023-05-09,5,1,Electronics,3204,379
2023-05-09,5,2,Clothing,869,332
2023-05-09,5,3,Grocery,2601,227
2023-05-10,1,1,Electronics,3990,293
2023-05-10,1,2,Clothing,1864,176
2023-05-10,1,3,Grocery,4962,320
2023-05-10,2,1,Electronics,4176,428
2023-05-10,2,2,Clothing,572,460
2023-05-10,2,3,Grocery,3462,297
2023-05-10,3,1,Electronics,1359,322
2023-05-10,3,2,Clothing,4638,426
2023-05-10,3,3,Grocery,1564,219
2023-05-10,4,1,Electronics,4517,261
2023-05-10,4,2,Clothing,4251,88
2023-05-10,4,3,Grocery,868,294
2023-05-10,5,1,Electronics,650,160
2023-05-10,5,2,Clothing,3284,415
2023-05-10,5,3,Grocery,4664,348
2023-05-11,1,1,Electronics,2750,110
2023-05-11,1,2,Clothing,3510,367
2023-05-11,1,3,Grocery,1837,210
2023-05-11,2,1,Electronics,4926,65
2023-05-11,2,2,Clothing,4933,143
2023-05-11,2,3,Grocery,1827,187
2023-05-11,3,1,Electronics,1861,87
2023-05-11,3,2,Clothing,3186,324
2023-05-11,3,3,Grocery,2866,126
2023-05-11,4,1,Electronics,4257,436
2023-05-11,4,2,Clothing,2493,407
2023-05-11,4,3,Grocery,1514,425
2023-05-11,5,1,Electronics,1102,287
2023-05-11,5,2,Clothing,1190,258
2023-05-11,5,3,Grocery,3056,439
2023-05-12,1,1,Electronics,794,418
2023-05-12,1,2,Clothing,4527,333
2023-05-12,1,3,Grocery,3412,231
2023-05-12,2,1,Electronics,3096,186
2023-05-12,2,2,Clothing,2373,105
2023-05-12,2,3,Grocery,3758,390
2023-05-12,3,1,Electronics,3317,494
2023-05-12,3,2,Clothing,4141,412
2023-05-12,3,3,Grocery,1241,217
2023-05-12,4,1,Electronics,2967,163
2023-05-12,4,2,Clothing,1858,141
2023-05-12,4,3,Grocery,562,199
2023-05-12,5,1,Electronics,3059,188
2023-05-12,5,2,Clothing,4269,234
2023-05-12,5,3,Grocery,4851,184
2023-05-13,1,1,Electronics,4144,412
2023-05-13,1,2,Clothing,2635,373
2023-05-13,1,3,Grocery,3778,178
2023-05-13,2,1,Electronics,1322,52
2023-05-13,2,2,Clothing,3481,291
2023-05-13,2,3,Grocery,620,434
2023-05-13,3,1,Electronics,2137,87
2023-05-13,3,2,Clothing,1424,182
2023-05-13,3,3,Grocery,2532,251
2023-05-13,4,1,Electronics,2568,291
2023-05-13,4,2,Clothing,3168,352
